Time,CellN_m,CellE_m,Elevation_m,PassCount,LastRadioLtncy,DesignName,Task,MeasuredData,Machine,Speed,LastGPSMode,GPSAccTol,TargPassCount,TotalPasses,Lift,LastCMV,TargCMV,LastEVIB1,TargEVIB1,LastEVIB2,TargEVIB2,LastMDP,TargMDP,LastRMV,LastFreq,LastAmp,TargThickness,MachineGear,VibeState,LastTemp
2025/Oct/01 08:35:22.500,1032561.570,-242096.150,5.429,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.7km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:22.400,1032561.570,-242095.810,5.430,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.7km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:22.100,1032561.910,-242095.810,5.436,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.3km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:21.900,1032562.250,-242095.810,5.435,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.5km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:21.600,1032562.590,-242095.810,5.430,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.5km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:22.300,1032561.570,-242095.470,5.432,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.3km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:22.000,1032561.910,-242095.470,5.437,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.5km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:21.800,1032562.250,-242095.470,5.433,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.5km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:21.500,1032562.590,-242095.470,5.428,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,4.5km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 08:35:21.200,1032562.930,-242095.470,5.426,1,1,Automated-multi-state-throughput,?,Realigned-systematic-focus-group,Machine-Linen-02,3.9km/h,RTK Fixed,Medium (0.050),4,1,1,?,2.0,?,?,?,?,?,50.0,?,?,?,0.500,Reverse,Off,?
2025/Oct/01 07:07:59.700,1033046.750,-240156.110,11.280,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,3.3km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,143.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:59.300,1033047.090,-240156.110,11.271,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.6km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,142.5,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:58.900,1033047.430,-240156.110,11.240,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.6km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,142.7,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:58.400,1033047.770,-240156.110,11.219,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,142.9,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:57.900,1033048.110,-240156.110,11.207,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,143.5,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:57.400,1033048.450,-240156.110,11.201,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,144.2,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:57.100,1033048.790,-240156.110,11.199,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,144.2,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:56.500,1033049.130,-240156.110,11.208,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,3.0km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,144.8,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:56.000,1033049.470,-240156.110,11.215,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,3.0km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,144.8,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 07:07:55.600,1033049.810,-240156.110,11.207,1,10,Configurable-real-time-interface,?,Dataset-popular-8274,Machine-MistyRose-28,2.6km/h,RTK Fixed,Medium (0.045),4,1,?,?,50.0,?,?,?,?,144.4,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:08.700,1033040.290,-240153.730,11.188,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:08.900,1033040.630,-240153.730,11.186,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:09.100,1033040.970,-240153.730,11.182,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:09.300,1033041.310,-240153.730,11.179,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:09.500,1033041.650,-240153.730,11.181,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:09.800,1033041.990,-240153.730,11.178,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:10.000,1033042.330,-240153.730,11.179,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:10.200,1033042.670,-240153.730,11.176,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:10.400,1033043.010,-240153.730,11.175,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 19:09:10.600,1033043.350,-240153.730,11.176,3,10,Digitized-explicit-database,?,Dataset-prove-1058,Machine-MistyRose-28,5.6km/h,RTK Fixed,Medium (0.045),4,3,?,?,50.0,?,?,?,?,150.0,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:55.100,1032736.330,-240028.270,4.541,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.8km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,118.6,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:54.900,1032736.670,-240028.270,4.605,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.8km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,118.6,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:54.400,1032737.010,-240028.270,4.628,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.6km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,119.4,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:54.100,1032737.350,-240028.270,4.655,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,121.4,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:53.800,1032737.690,-240028.270,4.679,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,121.4,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:53.400,1032738.030,-240028.270,4.738,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,122.6,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:52.900,1032738.370,-240028.270,4.779,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,124.4,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:52.500,1032738.710,-240028.270,4.841,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,3.3km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,125.7,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:52.100,1032739.050,-240028.270,4.898,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,3.3km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,125.1,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 14:55:55.600,1032735.990,-240027.930,4.548,1,10,Progressive-executive-project,?,Dataset-program-0681,Machine-MistyRose-28,2.8km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,118.5,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 09:22:49.700,1032547.290,-333993.640,2,10,1010_NY_avrett_LAV_Planum-065,Realigned-systematic-focus-group,1010 ny avrett Lav.CAT CS14  05-001 Infra Anlegg,Machine-Linen-39,Machine-PaleVioletRed-88,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?,
2025/Oct/01 17:40:37.900,1032822.690,-239821.550,3.497,10,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),2,10,?,119.9,50.0,?,?,?,?,141.7,50.0,3.1,22.1Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:26.100,1032823.030,-239821.550,3.454,8,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,2.7km/h,RTK Fixed,Medium (0.045),2,8,?,119.9,50.0,?,?,?,?,139.5,50.0,3.1,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:26.000,1032823.370,-239821.550,3.457,8,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,2.2km/h,RTK Fixed,Medium (0.045),2,8,?,116.8,50.0,?,?,?,?,141.0,50.0,2.0,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:40:37.300,1032822.690,-239821.210,3.529,9,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,2.3km/h,RTK Fixed,Medium (0.045),2,9,?,126.2,50.0,?,?,?,?,143.0,50.0,1.0,22.1Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:25.600,1032823.030,-239821.210,3.477,8,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,3.1km/h,RTK Fixed,Medium (0.045),2,8,?,132.5,50.0,?,?,?,?,142.9,50.0,1.6,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:25.600,1032823.370,-239821.210,3.471,8,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,3.1km/h,RTK Fixed,Medium (0.045),2,8,?,132.5,50.0,?,?,?,?,142.9,50.0,1.6,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:25.600,1032823.710,-239821.210,3.469,7,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,3.1km/h,RTK Fixed,Medium (0.045),2,7,?,132.5,50.0,?,?,?,?,142.9,50.0,1.6,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:25.600,1032824.050,-239821.210,3.466,5,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,3.1km/h,RTK Fixed,Medium (0.045),2,5,?,132.5,50.0,?,?,?,?,142.9,50.0,1.6,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:25.600,1032824.390,-239821.210,3.464,3,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,3.1km/h,RTK Fixed,Medium (0.045),2,3,?,132.5,50.0,?,?,?,?,142.9,50.0,1.6,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 17:39:25.600,1032824.730,-239821.210,3.462,1,10,Self-enabling-zero-defect-attitude,?,Dataset-probably-4512,Machine-MistyRose-28,3.1km/h,RTK Fixed,Medium (0.045),2,1,?,132.5,50.0,?,?,?,?,142.9,50.0,1.6,24.0Hz,0.97mm,?,Forward,On,?
2025/Oct/01 09:30:02.800,1032545.930,-242448.390,5.372,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,0.8km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:22:49.600,1032546.270,-242448.390,5.401,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,0.9km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:22:49.700,1032546.610,-242448.390,5.387,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,0.9km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:22:49.700,1032546.950,-242448.390,5.374,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,0.9km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:22:49.800,1032547.630,-242448.390,5.347,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,0.9km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:22:49.800,1032547.970,-242448.390,5.333,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,0.9km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:30:03.200,1032543.890,-242448.050,5.423,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,1.7km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:30:03.200,1032544.230,-242448.050,5.413,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,1.7km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:30:03.300,1032544.570,-242448.050,5.404,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,1.7km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 09:30:03.300,1032544.910,-242448.050,5.394,2,10,Sharable-interactive-paradigm,?,Dataset-outside-2765,Machine-Linen-39,1.7km/h,RTK Fixed,Coarse (0.100),4,2,?,?,50.0,?,?,?,?,?,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 18:18:51.300,1032829.490,-239821.890,3.136,1,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.2km/h,RTK Fixed,Medium (0.045),2,1,?,?,50.0,?,?,?,?,140.8,50.0,?,?,?,?,Reverse,Off,?
2025/Oct/01 18:04:02.300,1032811.130,-239853.850,3.564,2,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.8km/h,RTK Fixed,Medium (0.045),2,2,?,?,50.0,?,?,?,?,143.8,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 18:04:02.200,1032811.470,-239853.850,3.558,4,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.8km/h,RTK Fixed,Medium (0.045),2,4,?,120.6,50.0,?,?,?,?,143.8,50.0,0.6,24.0Hz,0.97mm,?,Forward,Off,?
2025/Oct/01 17:54:30.100,1032804.330,-239853.510,3.526,2,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.4km/h,RTK Fixed,Medium (0.045),2,2,?,?,50.0,?,?,?,?,139.5,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 17:54:30.100,1032804.670,-239853.510,3.518,2,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.4km/h,RTK Fixed,Medium (0.045),2,2,?,?,50.0,?,?,?,?,139.5,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 17:54:30.100,1032805.010,-239853.510,3.509,2,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.4km/h,RTK Fixed,Medium (0.045),2,2,?,?,50.0,?,?,?,?,139.5,50.0,?,?,?,?,Forward,Off,?
2025/Oct/01 17:54:30.100,1032805.350,-239853.510,3.498,4,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.4km/h,RTK Fixed,Medium (0.045),2,4,?,92.8,50.0,?,?,?,?,139.5,50.0,1.6,24.1Hz,2.10mm,?,Forward,Off,?
2025/Oct/01 17:54:30.200,1032805.690,-239853.510,3.488,4,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,0.9km/h,RTK Fixed,Medium (0.045),2,4,?,92.8,50.0,?,?,?,?,139.5,50.0,1.6,24.1Hz,2.10mm,?,Forward,Off,?
2025/Oct/01 17:54:30.200,1032806.030,-239853.510,3.480,4,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,0.9km/h,RTK Fixed,Medium (0.045),2,4,?,92.8,50.0,?,?,?,?,142.3,50.0,1.6,24.1Hz,2.10mm,?,Forward,Off,?
2025/Oct/01 17:57:11.500,1032806.370,-239853.510,3.434,4,10,Team-oriented-systematic-migration,?,Dataset-shoulder-2780,Machine-MistyRose-28,1.3km/h,RTK Fixed,Medium (0.045),2,4,?,92.8,50.0,?,?,?,?,142.4,50.0,1.6,24.1Hz,2.10mm,?,Forward,Off,?
